wlbWellboreName,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbWellType,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD
25/1-8 SR3,25/1-8,Elf Petroleum Norge AS,024 ,APPRAISAL,SUSPENDED,GAS,EXPLORATION, NO,01.04.1989,06.04.1989,FRIGG,466-L4,25/1-1 Frigg,NO,0.0,,L 73-59-54 SP.1105,0.0,22.0,2569.0,2647.0,102.0,,PALEOCENE           ,LISTA FM            ,NORTH SEA,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,2-A,NO,APPRAISAL,1989,1989,,LOGGING,9,FRIGG FM,EOCENE,,,                    ,                    ,6,YES,,,,ED50  ,59,54,3.28,N,2,6,9.79,E,59.900911,2.102719,6640871.09,449800.69,31,25,1, ,8,SR,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1396,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1396,re-entry            ,25/1-8 SR2                              ,30.09.2011,06.04.1991,,1396,44204.0,43555.0,287902.0,0,20964.0,,03.10.2019,03.10.2019,08.12.2019
25/1-8 SR2,25/1-8,Elf Petroleum Norge AS,024 ,APPRAISAL,SUSPENDED,GAS,EXPLORATION, NO,12.05.1988,15.05.1988,FRIGG,466-L3,25/1-1 Frigg,NO,0.0,,L 73-59-54 SP.1105,0.0,22.0,2569.0,2647.0,102.0,,PALEOCENE           ,LISTA FM            ,NORTH SEA,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,2-A,NO,APPRAISAL,1988,1988,,LOGGING,9,FRIGG FM,EOCENE,,,                    ,                    ,27,YES,,,,ED50  ,59,54,3.28,N,2,6,9.79,E,59.900911,2.102719,6640871.09,449800.69,31,25,1, ,8,SR,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1286,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1286,re-entry            ,25/1-8 SR                               ,30.09.2011,15.05.1990,,1286,44204.0,43555.0,287902.0,0,20964.0,,03.10.2019,03.10.2019,08.12.2019
25/1-11,25/1-11,Det norske oljeselskap ASA,460 ,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,04.01.2010,12.01.2010,,1268-L,,NO,0.0,,NH9306R04 inline 1250 & xline 2593,1.4,40.0,1178.0,1178.0,107.0,,OLIGOCENE           ,HORDALAND GP        ,NORTH SEA,AKER BARENTS,SEMISUB STEEL,MOVEABLE,TFO2007,NO,WILDCAT,2010,2010,,,1,,,,,                    ,                    ,9,NO,,,,ED50  ,59,47,25.12,N,2,13,6.43,E,59.790310999999996,2.218453,6628472.08,456130.02,31,25,1, ,11,,,https://www.npd.no/fakta/nyheter/Resultat-av-leteboring/2010/-251-11-og-251-11-A,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6187,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6187,initial             ,                                        ,12.01.2012,12.01.2012,,6187,,,404303.0,0,4910195.0,,08.10.2019,08.10.2019,08.12.2019
25/2-10 S,25/2-10,Elf Petroleum Norge AS,112 ,WILDCAT,SUSPENDED,OIL/GAS,EXPLORATION, NO,02.12.1985,19.03.1986,,494-L,25/2-10 S (Frigg-GammaDelta),YES,75.0,,EL 8504 - 330   SP. 304,0.0,21.0,2643.0,2967.0,120.0,,PALEOCENE           ,EKOFISK FM          ,NORTH SEA,HENRY GOODRICH,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 9,NO,WILDCAT,1985,1986,,,13,NO FORMAL NAME,EARLY MIOCENE,FRIGG FM,EOCENE,                    ,                    ,108,NO,,,,ED50  ,59,53,11.8,N,2,30,8.33,E,59.886611,2.502314,6639043.07,472144.07,31,25,2, ,10,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=855,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=855,initial             ,                                        ,17.12.2003,19.03.1988,,855,2429169.0,,289387.0,0,21700.0,,03.10.2019,03.10.2019,08.12.2019
25/2-15,25/2-15,Elf Petroleum Norge AS,026 ,WILDCAT,SUSPENDED,OIL SHOWS,EXPLORATION, NO,14.11.1992,13.01.1993,,722-L,,NO,0.0,,FRØY 3D- EL 8891 &  COLUMN  636&Row636,3.0,18.0,3504.0,3505.0,120.0,,MIDDLE JURASSIC     ,HEATHER FM          ,NORTH SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,2-A,NO,WILDCAT,1992,1993,,,12,,,,,                    ,                    ,61,NO,,,,ED50  ,59,48,53.54,N,2,30,6.2,E,59.814871999999994,2.501722,6631053.91,472050.87,31,25,2, ,15,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1938,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1938,initial             ,                                        ,15.02.2006,13.01.1995,,1938,,,297514.0,0,20980.0,,03.10.2019,03.10.2019,08.12.2019
25/2-15 R,25/2-15,Elf Petroleum Norge AS,026 ,WILDCAT,SUSPENDED,OIL SHOWS,EXPLORATION, NO,06.02.1993,01.03.1993,,722-L2,,NO,119.0,,FRØY 3D- ROW 426 & COLUMN 636,3.0,22.0,3508.0,3509.0,120.0,,MIDDLE JURASSIC     ,HEATHER FM          ,NORTH SEA,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,2-A,NO,WILDCAT,1993,1993,,LOGGING,12,,,,,                    ,                    ,24,YES,,,,ED50  ,59,48,53.54,N,2,30,6.2,E,59.814871999999994,2.501722,6631053.91,472050.87,31,25,2, ,15,R,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2095,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2095,re-entry            ,25/2-15                                 ,15.02.2006,01.03.1995,,2095,,,287902.0,0,20980.0,,03.10.2019,03.10.2019,08.12.2019
25/4-6 S,25/4-6,Elf Petroleum Norge AS,036 ,WILDCAT,SUSPENDED,GAS/CONDENSATE,EXPLORATION, NO,15.04.1991,24.08.1991,VALE,678-L,25/4-6 S Vale,YES,143.0,,EL8802 - 110    SP 205,22.5,22.0,4136.0,4170.0,114.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,2-A,NO,WILDCAT,1991,1991,,,17,HUGIN FM,MIDDLE JURASSIC,,,                    ,                    ,132,NO,,,,ED50  ,59,42,35.43,N,2,19,4.45,E,59.709842,2.317903,6619449.04,461620.07,31,25,4, ,6,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1703,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1703,initial             ,                                        ,15.02.2006,24.08.1993,,1703,44258.0,1578893.0,287902.0,0,21076.0,,03.10.2019,03.10.2019,08.12.2019
25/8-5 S,25/8-5,Esso Exploration and Production Norway A/S,027 P,WILDCAT,SUSPENDED,OIL,EXPLORATION, NO,21.07.1994,22.09.1994,JOTUN,793-L,25/8-5 S Jotun,YES,92.0,,ESD-511 SP 162.93 / ESD-107 SP 198.56,56.6,25.0,2912.7,3395.0,126.0,,LATE TRIASSIC       ,SMITH BANK FM       ,NORTH SEA,DYVI STENA,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 2-A,NO,WILDCAT,1994,1994,,,5,HEIMDAL FM,PALEOCENE,,,                    ,                    ,63,NO,,,,ED50  ,59,27,27.1,N,2,21,52.15,E,59.457528,2.364486,6591324.83,463972.36,31,25,8, ,5,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2390,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2390,initial             ,                                        ,29.08.2003,22.09.1996,,2390,44330.0,43604.0,290980.0,0,20996.0,,03.10.2019,03.10.2019,08.12.2019
25/10-1,25/10-1,Esso Exploration and Production Norway A/S,028 ,APPRAISAL,SUSPENDED,SHOWS,EXPLORATION, NO,04.08.1969,16.10.1969,BALDER,32-L,25/11-1 Balder,NO,76.0,,LINE SC 70-shotpoint 136,4.9,10.0,1747.0,1747.0,124.0,,PALEOCENE           ,SELE FM             ,NORTH SEA,GLOMAR GRAND ISLE,VESSEL,MOVEABLE,2-A,NO,WILDCAT,1969,1969,,,12,,,,,                    ,                    ,74,NO,,,,ED50  ,59,11,21.72,N,2,19,11.83,E,59.189367000000004,2.319953,6561488.14,461142.95,31,25,10, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=441,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=441,initial             ,                                        ,26.05.2009,16.10.1971,,441,44210.0,43562.0,288388.0,0,21004.0,,03.10.2019,03.10.2019,08.12.2019
25/10-2,25/10-2,Esso Exploration and Production Norway A/S,028 ,WILDCAT,SUSPENDED,OIL SHOWS,EXPLORATION, NO,05.08.1970,25.08.1970,,43-L,,NO,90.0,,Line SC-68 & Shotpoint 7026,0.0,9.0,0.0,2191.0,121.0,,PALEOCENE           ,LISTA FM            ,NORTH SEA,GLOMAR GRAND ISLE,VESSEL,MOVEABLE,2-A,NO,WILDCAT,1970,1970,,,12,,,,,                    ,                    ,21,NO,,,,ED50  ,59,9,39.27,N,2,11,35.88,E,59.160908,2.1933,6558399.86,453868.07,31,25,10, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=180,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=180,initial             ,                                        ,29.08.2003,25.08.1972,,180,,,288388.0,0,21004.0,,03.10.2019,03.10.2019,08.12.2019
25/10-4,25/10-4,Esso Exploration and Production Norway A/S,028 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,08.12.1980,18.01.1981,BALDER,270-L,25/11-1 Balder,NO,60.0,,BALMG 188  SP: 125.,4.0,25.0,2348.0,2349.0,126.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,GLOMAR BISCAY II,SEMISUB STEEL,MOVEABLE,2-A,NO,APPRAISAL,1980,1981,,,5,INTRA BALDER FM SS,EOCENE,HEIMDAL FM,PALEOCENE,                    ,                    ,42,NO,,,,ED50  ,59,11,25.53,N,2,19,49.62,E,59.190425,2.33045,6561599.92,461743.92,31,25,10, ,4,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=217,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=217,initial             ,                                        ,26.05.2009,18.01.1983,,217,44210.0,43562.0,288091.0,0,21004.0,,03.10.2019,03.10.2019,08.12.2019
25/11-14 S,25/11-14,Esso Exploration and Production Norway A/S,001 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,13.09.1990,13.10.1990,BALDER,648-L,25/11-1 Balder,NO,85.0,,B88S - 320  SP. 541,44.4,25.0,1801.0,2108.0,127.0,,PALEOCENE           ,HEIMDAL FM          ,NORTH SEA,BYFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,1-A,NO,APPRAISAL,1990,1990,,,5,HEIMDAL FM,PALEOCENE,,,                    ,                    ,31,NO,,,13.10.1990,ED50  ,59,11,17.31,N,2,22,11.64,E,59.188142000000006,2.3699,6561323.7,463995.53,31,25,11, ,14,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1672,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1672,initial             ,                                        ,17.06.2011,13.10.1992,,1672,44210.0,43562.0,341331.0,0,20756.0,,23.10.2019,03.10.2019,08.12.2019
30/3-1,30/3-1,Den norske stats oljeselskap a.s,052 ,APPRAISAL,SUSPENDED,SHOWS,EXPLORATION, NO,11.06.1979,07.09.1979,HULDRA,215-L,30/2-1 Huldra,NO,99.0,,702 166  SP. 790,2.0,25.0,3716.0,3718.0,138.0,,EARLY CRETACEOUS    ,ÅSGARD FM           ,NORTH SEA,NORSKALD,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1979,1979,,,12,,,,,                    ,                    ,89,NO,,,,ED50  ,60,54,15.35,N,2,40,11.71,E,60.904264000000005,2.6699189999999997,6752328.84,482092.77,31,30,3, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=376,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=376,initial             ,                                        ,24.09.2004,07.09.1981,,376,44372.0,97002.0,288091.0,0,21212.0,,03.10.2019,03.10.2019,08.12.2019
30/3-2,30/3-2,Den norske stats oljeselskap a.s,052 ,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,04.07.1980,15.08.1980,,256-L,,NO,35.0,,702 154   SP. 233,0.0,25.0,955.0,955.0,186.0,,MIOCENE             ,HORDALAND GP        ,NORTH SEA,DEEPSEA SAGA,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1980,1980,,,1,,,,,                    ,                    ,43,NO,,,,ED50  ,60,47,49.23,N,2,55,18.06,E,60.797008,2.9216830000000003,6740339.45,495736.96,31,30,3, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=203,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=203,initial             ,                                        ,17.10.2007,15.08.1982,,203,,,289090.0,0,21212.0,,03.10.2019,03.10.2019,08.12.2019
30/3-4,30/3-4,Den norske stats oljeselskap a.s,052 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,05.02.1985,12.06.1985,VESLEFRIKK,451-L,30/3-2  Veslefrikk,NO,152.0,,ST 8318 - 650  SP. 368,6.0,23.0,3285.0,3287.0,164.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,4,NO,APPRAISAL,1985,1985,,,13,BRENT GP,MIDDLE JURASSIC,COOK FM,EARLY JURASSIC,                    ,                    ,128,NO,,,,ED50  ,60,45,56.85,N,2,51,30.2,E,60.765792000000005,2.858389,6736868.13,492284.13,31,30,3, ,4,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=460,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=460,initial             ,                                        ,07.11.2005,12.06.1987,,460,44378.0,43618.0,287983.0,0,21212.0,,03.10.2019,03.10.2019,08.12.2019
30/6-9,30/6-9,Norsk Hydro Produksjon AS,053 ,WILDCAT,SUSPENDED,OIL/GAS,EXPLORATION, NO,28.08.1982,16.12.1982,OSEBERG,339-L,30/6-9,YES,116.0,,ST 8006 - 121  SP 510,5.0,25.0,3474.0,3476.0,107.0,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,NORTRYM,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1982,1982,,,13,BRENT GP,MIDDLE JURASSIC,,,                    ,                    ,111,NO,,,,ED50  ,60,30,2.5,N,2,46,53.4,E,60.500693999999996,2.7815,6707352.35,487996.62,31,30,6, ,9,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=83,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=83,initial             ,                                        ,29.03.2014,16.12.1984,,83,2770154.0,43625.0,288010.0,0,21220.0,,03.10.2019,03.10.2019,08.12.2019
30/6-13,30/6-13,Norsk Hydro Produksjon AS,053 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,11.03.1983,14.05.1983,OSEBERG,366-L,30/6-1 Oseberg,NO,107.0,,36 M SW OF SP 490 ON LINE 703 127,1.75,25.0,2775.0,2775.0,105.0,,EARLY JURASSIC      ,DRAKE FM            ,NORTH SEA,TREASURE SEEKER,SEMISUB STEEL,MOVEABLE,4,NO,APPRAISAL,1983,1983,,,13,BRENT GP,MIDDLE JURASSIC,,,                    ,                    ,65,NO,,,,ED50  ,60,33,14.59,N,2,49,21.76,E,60.554053,2.822711,6713288.65,490276.57,31,30,6, ,13,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7,initial             ,                                        ,19.12.2007,14.05.1985,,7,44396.0,43625.0,287956.0,0,21220.0,,03.10.2019,03.10.2019,08.12.2019
30/6-17,30/6-17,Norsk Hydro Produksjon AS,053 ,WILDCAT,SUSPENDED,NOT APPLICABLE,EXPLORATION, NO,12.08.1985,24.08.1985,OSEBERG,478-L,30/6-17 R,NO,0.0,,NH 82 - 214   cell point 424,1.5,25.0,615.0,615.0,110.0,,PLIOCENE            ,NORDLAND GP         ,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1985,1985,,,80,,,,,                    ,                    ,13,NO,,,,ED50  ,60,34,15.77,N,2,44,59.84,E,60.571047,2.749956,6715194.48,486293.49,31,30,6, ,17,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=487,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=487,initial             ,                                        ,01.01.2012,24.08.1987,,487,44420.0,43625.0,297028.0,0,21220.0,,22.11.2019,03.10.2019,08.12.2019
30/6-19,30/6-19,Norsk Hydro Produksjon AS,053 ,WILDCAT,SUSPENDED,OIL,EXPLORATION, NO,09.04.1986,21.06.1986,OSEBERG ØST,511-L,30/6-19 (Beta Sadel),YES,137.0,,ST 8006 - 145   SP. 215,4.8,23.0,3299.0,3301.0,159.0,,EARLY JURASSIC      ,EIRIKSSON FM        ,NORTH SEA,POLAR PIONEER,SEMISUB STEEL,MOVEABLE,4,NO,APPRAISAL,1986,1986,,,5,BRENT GP,MIDDLE JURASSIC,,,                    ,                    ,74,NO,,,,ED50  ,60,42,58.03,N,2,54,54.18,E,60.71611899999999,2.91505,6731330.07,495364.23,31,30,6, ,19,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=489,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=489,initial             ,                                        ,29.03.2014,21.06.1988,,489,44432.0,43639.0,289333.0,0,21220.0,,03.10.2019,03.10.2019,08.12.2019
30/6-21,30/6-21,Norsk Hydro Produksjon AS,053 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,22.02.1987,09.04.1987,OSEBERG,537-L,30/6-1 Oseberg,NO,120.0,,NH 82 - 321  COLUMN 379,5.6,25.0,3098.0,3100.0,112.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,4,NO,APPRAISAL,1987,1987,,,5,BRENT GP,MIDDLE JURASSIC,,,                    ,                    ,47,NO,,,,ED50  ,60,38,34.88,N,2,43,47.6,E,60.643021999999995,2.729889,6723215.56,485226.44,31,30,6, ,21,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1037,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1037,initial             ,                                        ,04.10.2013,09.04.1989,,1037,44396.0,43625.0,297028.0,0,21220.0,,03.10.2019,03.10.2019,08.12.2019
30/6-22,30/6-22,Norsk Hydro Produksjon AS,053 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,21.05.1988,13.07.1988,OSEBERG ØST,578-L,30/6-19 (Beta Sadel),NO,123.0,,NH 8606 - 670  KOL. 660,10.5,23.0,3330.0,3336.0,179.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,POLAR PIONEER,SEMISUB STEEL,MOVEABLE,4,NO,APPRAISAL,1988,1988,,,5,NESS FM,MIDDLE JURASSIC,,,                    ,                    ,54,NO,,,,ED50  ,60,43,57.26,N,2,58,53.12,E,60.732572,2.9814220000000002,6733159.8,498986.72,31,30,6, ,22,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1225,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1225,initial             ,                                        ,29.03.2014,13.07.1990,,1225,44432.0,43639.0,289333.0,0,21220.0,,03.10.2019,03.10.2019,08.12.2019
30/6-23,30/6-23,Norsk Hydro Produksjon AS,053 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,29.04.1990,01.07.1990,OSEBERG ØST,634-L,30/6-5 Oseberg Øst,NO,133.0,,NH 8606-  ROW 548 &  CDP NO 729,3.7,23.5,3208.0,3209.5,152.5,,EARLY JURASSIC      ,EIRIKSSON FM        ,NORTH SEA,TRANSOCEAN 8,SEMISUB STEEL,MOVEABLE,4,NO,APPRAISAL,1990,1990,,,5,BRENT GP,MIDDLE JURASSIC,,,                    ,                    ,64,NO,,,,ED50  ,60,40,58.01,N,2,55,58.97,E,60.682781000000006,2.933047,6727615.5,496342.56,31,30,6, ,23,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1545,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1545,initial             ,                                        ,29.03.2014,01.07.1992,,1545,44438.0,43639.0,296677.0,0,21220.0,,03.10.2019,03.10.2019,08.12.2019
30/7-6,30/7-6,Norsk Hydro Produksjon AS,040 ,WILDCAT,SUSPENDED,SHOWS,EXPLORATION, NO,15.02.1977,31.07.1977,,173-L,,NO,127.0,, ,0.0,24.0,0.0,3784.0,116.0,,LATE JURASSIC       ,HEATHER FM          ,NORTH SEA,POLYGLOMAR DRILLER,SEMISUB STEEL,MOVEABLE,3,NO,WILDCAT,1977,1977,,,12,,,,,                    ,                    ,166,NO,,,,ED50  ,60,29,29.82,N,2,3,26.14,E,60.491617000000005,2.057261,6706692.25,448196.93,31,30,7, ,6,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=389,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=389,initial             ,                                        ,21.05.2015,31.07.1979,,389,,,362458.0,0,21108.0,,03.10.2019,03.10.2019,08.12.2019
30/7-8,30/7-8,Norsk Hydro Produksjon AS,040 ,APPRAISAL,SUSPENDED,GAS/CONDENSATE,EXPLORATION, NO,19.11.1980,04.04.1981,MARTIN LINGE,269-L,30/7-6 Martin Linge,NO,130.0,,802 - 61  SP. 87.7,6.0,25.0,4287.0,4287.0,103.0,,TRIASSIC            ,HEGRE GP            ,NORTH SEA,TREASURE SEEKER,SEMISUB STEEL,MOVEABLE,3,NO,WILDCAT,1980,1981,,,17,TARBERT FM,MIDDLE JURASSIC,,,                    ,                    ,137,NO,,,,ED50  ,60,29,43.08,N,2,0,20.56,E,60.4953,2.0057110000000002,6707144.14,445370.62,31,30,7, ,8,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=216,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=216,initial             ,                                        ,05.07.2016,05.07.2016,,216,44450.0,21675447.0,287956.0,0,21108.0,,03.10.2019,03.10.2019,08.12.2019
30/8-1 S,30/8-1,Norsk Hydro Produksjon AS,190 ,WILDCAT,SUSPENDED,GAS/CONDENSATE,EXPLORATION, NO,01.11.1994,01.03.1995,TUNE,797-L,30/8-1 S Tune,YES,151.0,,VG 91-inline 277& x-line 546,43.1,26.0,4348.0,4688.0,96.0,,EARLY JURASSIC      ,AMUNDSEN FM         ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,14,NO,WILDCAT,1994,1995,,,17,TARBERT FM,MIDDLE JURASSIC,,,                    ,                    ,121,NO,,,,ED50  ,60,27,46.93,N,2,38,6.53,E,60.463035999999995,2.635147,6703193.6,479933.47,31,30,8, ,1,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2430,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2430,initial             ,                                        ,01.08.2010,01.03.1997,,2430,44456.0,853376.0,296326.0,0,22332.0,,03.10.2019,03.10.2019,08.12.2019
30/9-2,30/9-2,Norsk Hydro Produksjon AS,079 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,01.04.1983,12.07.1983,OSEBERG,370-L,30/6-9,NO,107.0,,ST 8006 - 117  SP 1505,12.0,25.0,2830.0,2830.0,105.0,,EARLY JURASSIC      ,DRAKE FM            ,NORTH SEA,NORTRYM,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 6,NO,WILDCAT,1983,1983,,,13,BRENT GP,MIDDLE JURASSIC,,,                    ,                    ,103,NO,,,,ED50  ,60,27,53.0,N,2,49,13.03,E,60.464721999999995,2.820286,6703339.3,490116.41,31,30,9, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=11,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=11,initial             ,                                        ,28.05.2003,12.07.1985,,11,2770154.0,43625.0,288010.0,944,34635.0,,03.10.2019,03.10.2019,08.12.2019
