wlbWellboreName,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbWellType,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD
34/8-8,34/8-8,Norsk Hydro Produksjon AS,120 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,30.06.1992,24.08.1992,VISUND,730-L,34/8-1 Visund,NO,125.0,,NH-9001-3D: ROW 925 & COL. 585,6.5,23.5,3623.0,3625.0,340.5,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,TRANSOCEAN 8,SEMISUB STEEL,MOVEABLE,10-A,NO,APPRAISAL,1992,1992,,,5,BRENT GP,MIDDLE JURASSIC,,,                    ,                    ,56,NO,,,,ED50  ,61,22,46.19,N,2,28,43.81,E,61.379497,2.4788360000000003,6805332.03,472148.13,31,34,8, ,8,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1969,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1969,initial             ,                                        ,10.01.2012,24.08.1994,,1969,44720.0,43745.0,296677.0,0,21772.0,,03.10.2019,03.10.2019,08.12.2019
34/10-3,34/10-3,Den norske stats oljeselskap a.s,050 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,14.03.1979,07.06.1979,GULLFAKS,211-L,34/10-1 Gullfaks,NO,93.0,,708/709-404   SP 405,4.0,25.0,2801.0,2802.0,140.0,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,NORSKALD,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 3,NO,WILDCAT,1979,1979,,,5,BRENT GP,MIDDLE JURASSIC,,,                    ,                    ,86,NO,,,,ED50  ,61,12,49.48,N,2,11,55.03,E,61.21374399999999,2.198619,6787020.8,456946.8,31,34,10, ,3,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=426,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=426,initial             ,                                        ,05.12.2012,07.06.1981,,426,44594.0,43686.0,288091.0,0,21188.0,,03.10.2019,03.10.2019,08.12.2019
34/10-7,34/10-7,Den norske stats oljeselskap a.s,050 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,07.01.1980,23.03.1980,GULLFAKS,237-L,34/10-1 Gullfaks,NO,90.0,,S 30-180   SP 328,1.5,25.0,2250.0,2250.0,204.0,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,ROSS RIG (1),SEMISUB STEEL,MOVEABLE,Awarded additionally to round 3,NO,APPRAISAL,1980,1980,,,5,COOK FM,EARLY JURASSIC,STATFJORD GP,EARLY JURASSIC,                    ,                    ,77,NO,,,,ED50  ,61,12,13.44,N,2,16,28.56,E,61.20373299999999,2.2746,6785858.02,461016.27,31,34,10, ,7,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=222,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=222,initial             ,                                        ,14.11.2012,23.03.1982,,222,44594.0,43686.0,446033.0,0,21188.0,,03.10.2019,03.10.2019,08.12.2019
34/10-9,34/10-9,Den norske stats oljeselskap a.s,050 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,24.03.1980,09.05.1980,GULLFAKS,248-L,34/10-1 Gullfaks,NO,64.0,,3D 163   SP 275,1.75,25.0,2200.0,2200.0,202.0,,EARLY JURASSIC      ,COOK FM             ,NORTH SEA,ROSS RIG (1),SEMISUB STEEL,MOVEABLE,Awarded additionally to round 3,NO,APPRAISAL,1980,1980,,,5,BRENT GP,MIDDLE JURASSIC,COOK FM,EARLY JURASSIC,                    ,                    ,47,NO,,,,ED50  ,61,12,55.34,N,2,15,0.53,E,61.215371999999995,2.250147,6787169.27,459717.06,31,34,10, ,9,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=140,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=140,initial             ,                                        ,15.11.2012,09.05.1982,,140,44594.0,43686.0,446033.0,0,21188.0,,03.10.2019,03.10.2019,08.12.2019
34/10-10,34/10-10,Den norske stats oljeselskap a.s,050 ,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,15.08.1980,21.08.1980,,257-L,,NO,49.0,,3D-224    SP 265,0.0,25.0,816.0,816.0,154.0,,MIOCENE             ,NORDLAND GP         ,NORTH SEA,NORSKALD,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 3,NO,WILDCAT,1980,1980,,,1,,,,,                    ,                    ,7,NO,,,,ED50  ,61,10,27.95,N,2,14,43.12,E,61.174431000000006,2.245311,6782611.87,459404.63,31,34,10, ,10,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=430,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=430,initial             ,                                        ,26.10.2009,21.08.1982,,430,,,288091.0,0,21188.0,,03.10.2019,03.10.2019,08.12.2019
34/10-16,34/10-16,Den norske stats oljeselskap a.s,050 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,14.12.1982,11.04.1983,GULLFAKS SØR,357-L,34/10-2 Gullfaks Sør,NO,126.0,,8008 - 111  SP 240,15.0,25.0,4027.0,4042.0,138.0,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,NORDRAUG,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 3,NO,APPRAISAL,1982,1983,,,13,BRENT GP,MIDDLE JURASSIC,,,                    ,                    ,119,NO,,,,ED50  ,61,5,35.62,N,2,10,46.66,E,61.093228,2.1796279999999997,6773609.61,455758.16,31,34,10, ,16,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=59,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=59,initial             ,                                        ,03.10.2011,11.04.1985,,59,44606.0,43699.0,298081.0,0,21188.0,,03.10.2019,03.10.2019,08.12.2019
34/10-27,34/10-27,Den norske stats oljeselskap a.s,050 ,APPRAISAL,SUSPENDED,GAS,EXPLORATION, NO,02.12.1985,14.12.1985,GULLFAKS,495-L,34/10-1 Gullfaks,NO,0.0,,ST 8488 - 404   SP. 261,1.2,32.0,482.0,482.0,135.0,,PLIOCENE            ,NORDLAND GP         ,NORTH SEA,WEST VENTURE OLD,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 3,NO,APPRAISAL,1985,1985,,,9,NORDLAND GP,PLIOCENE,,,                    ,                    ,13,NO,,,,ED50  ,61,10,31.12,N,2,11,23.96,E,61.175311,2.1899889999999997,6782745.56,456430.11,31,34,10, ,27,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=867,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=867,initial             ,                                        ,21.12.2012,14.12.1987,,867,44594.0,43686.0,362494.0,0,21188.0,,03.10.2019,03.10.2019,08.12.2019
34/10-32,34/10-32,Den norske stats oljeselskap a.s,050 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,08.04.1987,13.07.1987,GULLFAKS SØR,540-L,34/10-2 Gullfaks Sør,NO,0.0,,ST 8134-227 CP 365,8.4,34.0,3753.0,3753.0,133.0,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,WEST VISION,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 3,NO,APPRAISAL,1987,1987,,,13,BRENT GP,MIDDLE JURASSIC,STATFJORD GP,EARLY JURASSIC,                    ,                    ,96,NO,,,,ED50  ,61,4,33.37,N,2,12,43.59,E,61.075936,2.212108,6771662.05,457486.56,31,34,10, ,32,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1051,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1051,initial             ,                                        ,02.12.2014,13.07.1989,,1051,44606.0,43699.0,289495.0,0,21188.0,,03.10.2019,03.10.2019,08.12.2019
34/10-34,34/10-34,Den norske stats oljeselskap a.s,050 ,WILDCAT,SUSPENDED,OIL,EXPLORATION, NO,10.04.1991,31.05.1991,GULLFAKS,672-L,34/10-34 Gullfaks Vest,YES,84.0,,ST 8511-364& SP. 327P,4.2,23.0,2410.0,2410.0,139.0,,EARLY JURASSIC      ,COOK FM             ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 3,NO,WILDCAT,1991,1991,,,5,TARBERT FM,MIDDLE JURASSIC,,,                    ,                    ,52,NO,,,,ED50  ,61,13,4.19,N,2,8,4.69,E,61.217831000000004,2.134636,6787519.76,453515.53,31,34,10, ,34,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1747,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1747,initial             ,                                        ,19.10.2006,31.05.1993,,1747,44624.0,43686.0,287983.0,0,21188.0,,03.10.2019,03.10.2019,08.12.2019
34/10-37 A,34/10-37,Den norske stats oljeselskap a.s,050 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,22.02.1995,03.04.1995,GULLFAKS SØR,808-L,34/10-37 Gullveig,NO,102.0,,NOD4-84-06 & SP2030,32.4,23.0,2845.0,2950.0,140.0,2049.0,MIDDLE JURASSIC     ,NESS FM             ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 3,NO,APPRAISAL,1995,1995,,,5,TARBERT FM,MIDDLE JURASSIC,,,                    ,                    ,39,NO,,,,ED50  ,61,8,9.78,N,2,0,55.81,E,61.13605,2.015503,6778501.3,446979.26,31,34,10, ,37,A,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2530,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2530,sidetrack           ,34/10-37                                ,19.10.2006,03.04.1997,,2530,44630.0,43699.0,287983.0,0,21188.0,,03.10.2019,03.10.2019,08.12.2019
35/2-1,35/2-1,Norsk Hydro Produksjon AS,318 ,WILDCAT,SUSPENDED,GAS,EXPLORATION, NO,21.07.2005,28.08.2005,,1098-L,35/2-1 (Peon),YES,24.0,,NHO473-101/NH0473-101,1.2,25.0,713.0,713.0,384.0,,LATE PLIOCENE       ,NORDLAND GP         ,NORTH SEA,DEEPSEA TRYM,SEMISUB STEEL,MOVEABLE,18,NO,WILDCAT,2005,2005,,,9,NORDLAND GP,PLEISTOCENE,,,                    ,                    ,39,NO,,,,ED50  ,61,53,26.68,N,3,20,34.36,E,61.89074399999999,3.342878,6862221.31,518024.13,31,35,2, ,1,,,https://www.npd.no/fakta/nyheter/Resultat-av-leteboring/2005/352-1/,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5135,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5135,initial             ,                                        ,28.02.2008,28.08.2007,,5135,3465397.0,,296164.0,0,2786586.0,,03.10.2019,03.10.2019,08.12.2019
35/9-1,35/9-1,Norsk Hydro Produksjon AS,153 ,WILDCAT,SUSPENDED,OIL/GAS,EXPLORATION, NO,01.04.1989,07.05.1989,GJØA,603-L,35/9-1 Gjøa,YES,60.0,,DGM 1-86-0473 3D CDP 1850,5.5,23.0,2348.0,2350.0,361.0,,PRE-DEVONIAN        ,BASEMENT            ,NORTH SEA,POLAR PIONEER,SEMISUB STEEL,MOVEABLE,12,NO,WILDCAT,1989,1989,,,13,VIKING GP,LATE JURASSIC,BRENT GP,MIDDLE JURASSIC,DUNLIN GP           ,EARLY JURASSIC      ,39,NO,,,,ED50  ,61,23,7.95,N,3,59,3.72,E,61.385542,3.9843669999999998,6806290.8,552595.04,31,35,9, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1375,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1375,initial             ,                                        ,15.12.2006,07.05.1991,,1375,44786.0,4467574.0,289333.0,0,22036.0,,03.10.2019,03.10.2019,08.12.2019
35/11-4,35/11-4,Mobil Exploration Norway INC,090 ,WILDCAT,SUSPENDED,OIL/GAS,EXPLORATION, NO,18.08.1990,29.12.1990,FRAM,642-L,35/11-4 Fram,YES,102.0,,MN88 - 814    SP 440,5.7,17.0,3125.5,3127.0,355.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,YATZY,SEMISUB STEEL,MOVEABLE,8,NO,WILDCAT,1990,1990,,,13,SOGNEFJORD FM,LATE JURASSIC,FENSFJORD FM,MIDDLE JURASSIC,BRENT GP            ,MIDDLE JURASSIC     ,134,NO,,,,ED50  ,61,1,59.93,N,3,32,53.58,E,61.033314000000004,3.5482169999999997,6766782.48,529620.95,31,35,11, ,4,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1523,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1523,initial             ,                                        ,25.04.2005,29.12.1992,,1523,44750.0,1578840.0,289306.0,0,21524.0,,03.10.2019,03.10.2019,08.12.2019
6201/11-3,6201/11-3,Lundin Norway AS,519 ,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,08.05.2012,16.06.2012,,1395-L,,NO,0.0,,ST0503:inline 2739 & crossline 2511,1.7,25.0,2120.0,2120.0,382.5,,PALEOCENE           ,JORSALFARE FM       ,NORWEGIAN SEA,BREDFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,20,NO,WILDCAT,2012,2012,,DRILLING,1,,,,,                    ,                    ,40,NO,,,,ED50  ,62,2,44.96,N,1,30,13.07,E,62.045821999999994,1.503631,6880352.98,421743.0,31,6201,11, ,3,,,https://www.npd.no/fakta/nyheter/Resultat-av-leteboring/2012/620111-3/,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6821,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6821,initial             ,                                        ,02.12.2014,16.06.2014,,6821,,,373521.0,0,5463084.0,,03.10.2019,03.10.2019,08.12.2019
6205/3-1,6205/3-1,Norsk Hydro Produksjon AS,154 ,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,24.10.1989,11.02.1990,,623-L,,NO,107.0,,NM1 - 809 &  SP 820,8.5,22.0,4291.6,4300.0,159.0,,EARLY CRETACEOUS    ,ÅSGARD FM           ,NORWEGIAN SEA,MÆRSK JUTLANDER,SEMISUB STEEL,MOVEABLE,12-B,NO,WILDCAT,1989,1990,,,1,,,,,                    ,                    ,111,NO,,,,ED50  ,62,57,8.62,N,5,56,38.11,E,62.95239399999999,5.943919,6983872.9,649328.84,31,6205,3, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1479,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1479,initial             ,                                        ,29.05.2002,11.02.1992,,1479,,,296353.0,0,22044.0,,03.10.2019,03.10.2019,08.12.2019
6406/1-3,6406/1-3,Eni Norge AS,256 ,APPRAISAL,SUSPENDED,DRY,EXPLORATION, NO,16.10.2004,22.12.2004,,1084-L,6406/1-2 (Sklinna),NO,0.0,,NA01 M2-3D-inline 2484 & crossline 1465,3.2,22.0,4275.0,4276.0,361.0,,CRETACEOUS          ,LANGE FM            ,NORWEGIAN SEA,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,16,NO,APPRAISAL,2004,2004,,,1,,,,,                    ,                    ,68,NO,,,,ED50  ,64,54,25.97,N,6,8,25.34,E,64.907214,6.140372,7201351.97,364711.0,32,6406,1, ,3,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4986,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4986,initial             ,                                        ,28.06.2007,22.12.2006,,4986,2455593.0,,287902.0,0,1032995.0,,03.10.2019,03.10.2019,08.12.2019
6406/1-3 R,6406/1-3,Eni Norge AS,256 ,APPRAISAL,SUSPENDED,DRY,EXPLORATION, NO,25.01.2005,06.02.2005,,1084-L2,6406/1-2 (Sklinna),NO,0.0,,NA01 M2-3D-inline 2484 & crossline 1465,3.2,24.0,4277.0,4278.0,361.0,,CRETACEOUS          ,LANGE FM            ,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,16,NO,APPRAISAL,2005,2005,,PLUGGING,1,,,,,                    ,                    ,8,YES,,,,ED50  ,64,54,25.97,N,6,8,25.34,E,64.907214,6.140372,7201351.97,364711.0,32,6406,1, ,3,R,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5056,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5056,re-entry            ,6406/1-3                                ,27.06.2007,06.02.2007,,5056,2455593.0,,294382.0,0,1032995.0,,03.10.2019,03.10.2019,08.12.2019
6406/2-1,6406/2-1,Saga Petroleum ASA,199 ,WILDCAT,SUSPENDED,GAS/CONDENSATE,EXPLORATION, NO,30.10.1994,09.04.1995,,798-L,6406/2-1 Lavrans,YES,172.0,,SG 9312 3D- ROW 1396 & COLUMN 1975,15.3,24.0,5283.0,5292.0,278.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,ROSS RIG (2),SEMISUB STEEL,MOVEABLE,14,NO,WILDCAT,1994,1995,,,17,FANGST GP,MIDDLE JURASSIC,BÅT GP,EARLY JURASSIC,                    ,                    ,162,NO,,,,ED50  ,64,52,15.19,N,6,36,21.35,E,64.870886,6.605931,7196390.67,386574.36,32,6406,2, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2444,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2444,initial             ,                                        ,29.05.2002,09.04.1997,,2444,44834.0,,294382.0,0,22404.0,,03.10.2019,03.10.2019,08.12.2019
6406/2-4 S,6406/2-4,Saga Petroleum ASA,199 ,APPRAISAL,SUSPENDED,SHOWS,EXPLORATION, NO,18.01.1997,05.04.1997,,876-L,6406/2-1 Lavrans,NO,0.0,,HWM 94- INLINE 1500 & CROSSLINE 2063,17.7,23.0,4457.0,4546.0,273.5,,MIDDLE JURASSIC     ,MELKE FM            ,NORWEGIAN SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,14,NO,APPRAISAL,1997,1997,,,12,,,,,                    ,                    ,76,NO,,,,ED50  ,64,47,58.34,N,6,32,29.26,E,64.799539,6.541461,7188560.78,383212.3,32,6406,2, ,4,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3012,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3012,initial             ,                                        ,11.04.2003,05.04.1999,,3012,44834.0,,287983.0,0,22404.0,,03.10.2019,03.10.2019,08.12.2019
6406/2-6,6406/2-6,Saga Petroleum ASA,199 ,WILDCAT,SUSPENDED,GAS/CONDENSATE,EXPLORATION, NO,25.08.1998,07.11.1998,,934-L,6406/2-6 Ragnfrid,YES,177.0,,HWM94- INLINE 940 & CROSSLINE 1630,11.2,23.0,5256.8,5263.0,302.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,14,NO,WILDCAT,1998,1998,,,17,ILE FM,MIDDLE JURASSIC,TOFTE FM,EARLY JURASSIC,                    ,                    ,75,NO,,,,ED50  ,64,45,31.34,N,6,22,54.69,E,64.758706,6.381858,7184316.92,375445.84,32,6406,2, ,6,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3407,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3407,initial             ,                                        ,18.12.2002,07.11.2000,,3407,105682.0,,287983.0,0,22404.0,,03.10.2019,03.10.2019,08.12.2019
6406/3-10,6406/3-10,Wintershall Norge AS,836 S,WILDCAT,SUSPENDED,,EXPLORATION, NO,08.11.2019,,,1793-L,,NO,,WIN18301,,,32.7,,0.0,312.7,,                    ,,NORWEGIAN SEA,WEST MIRA,SEMISUB STEEL,MOVEABLE,TFO2015,NO,WILDCAT,2019,0,,,80,,,,,,                    ,0,NO,,,,ED50  ,64,56,16.19,N,6,46,42.63,E,64.937831,6.778508,7203549.93,395009.97,32,6406,3, ,10,,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8928,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=8928,initial             ,                                        ,,,,8928,,,706302.0,0,27431843.0,8797.0,23.11.2019,,08.12.2019
6407/6-2 R,6407/6-2,Den norske stats oljeselskap a.s,092 ,WILDCAT,SUSPENDED,GAS SHOWS,EXPLORATION, NO,08.05.1986,20.05.1986,,484-L2,,NO,0.0,,ST 8402 - 123   SP. 750,0.0,22.0,504.0,524.0,221.0,,PLIOCENE            ,NAUST FM            ,NORWEGIAN SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,8,NO,WILDCAT,1986,1986,,PLUGGING,12,,,,,                    ,                    ,13,YES,,,,ED50  ,64,42,29.56,N,7,40,32.59,E,64.708211,7.675719,7176774.36,436871.33,32,6407,6, ,2,R,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=912,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=912,re-entry            ,6407/6-2                                ,13.12.2005,20.05.1988,,912,,,296245.0,0,21540.0,,03.10.2019,03.10.2019,08.12.2019
6407/7-2,6407/7-2,Norsk Hydro Produksjon AS,107 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,19.11.1986,21.01.1987,NJORD,532-L,6407/7-1 S Njord,NO,125.0,,NH 8604 - 235  KOLONNE 960,4.0,23.0,3320.0,3320.0,338.0,,LATE TRIASSIC       ,RED BEDS (INFORMAL) ,NORWEGIAN SEA,POLAR PIONEER,SEMISUB STEEL,MOVEABLE,9,NO,WILDCAT,1986,1987,,,13,ILE FM,MIDDLE JURASSIC,TILJE FM,EARLY JURASSIC,                    ,                    ,63,NO,,,,ED50  ,64,15,26.39,N,7,10,42.65,E,64.25733100000001,7.178514,7127130.16,411732.18,32,6407,7, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1017,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1017,initial             ,                                        ,09.03.2009,21.01.1989,,1017,44876.0,43751.0,289333.0,0,21660.0,,03.10.2019,03.10.2019,08.12.2019
6407/9-6,6407/9-6,A/S Norske Shell,093 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,02.01.1986,13.03.1986,DRAUGEN,499-L,6407/9-1 Draugen,NO,57.0,,84-121 SP.228,1.9,25.0,1796.0,1800.0,276.0,,EARLY JURASSIC      ,ROR FM              ,NORWEGIAN SEA,BORGNY DOLPHIN,SEMISUB STEEL,MOVEABLE,8,NO,APPRAISAL,1986,1986,,,5,ROGN FM,LATE JURASSIC,,,                    ,                    ,71,NO,,,,ED50  ,64,19,58.07,N,7,44,23.7,E,64.332797,7.739917,7134880.01,439100.65,32,6407,9, ,6,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=871,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=871,initial             ,                                        ,07.11.2005,13.03.1988,,871,44888.0,43758.0,288280.0,0,21548.0,,03.10.2019,03.10.2019,08.12.2019
6510/2-1,6510/2-1,A/S Norske Shell,214 ,WILDCAT,SUSPENDED,SHOWS,EXPLORATION, NO,16.08.1997,10.10.1997,,901-L,,NO,128.0,,SH 9601-2-409 & CDP 1316,1.7,23.0,3102.0,3102.0,325.0,,TRIASSIC            ,GREY BEDS (INFORMAL),NORWEGIAN SEA,MÆRSK JUTLANDER,SEMISUB STEEL,MOVEABLE,15,NO,WILDCAT,1997,1997,,,12,,,,,                    ,                    ,56,NO,,,,ED50  ,65,47,15.6,N,10,25,51.33,E,65.787667,10.430925,7297173.23,565483.13,32,6510,2, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3166,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3166,initial             ,                                        ,29.05.2002,10.10.1999,,3166,,,296353.0,0,22524.0,,03.10.2019,03.10.2019,08.12.2019
